Data Escala de Tempo 1 DM Simp 4,Data do Incio da Semana Din Instante DM Simp 4,Data Escala de Tempo 1 DM Simp 4,Din Instante,Período Exibido DM Simp 4,Subsistema,Texto Data Incio da Semana Din Instante DM,Selecione Tipo de DM Simp 4
11/6/2002 12:00:00 AM,,11/6/2002 12:00:00 AM,11/6/2002 6:58:00 PM,Dia,Nordeste,,7319.7
11/7/2002 12:00:00 AM,,11/7/2002 12:00:00 AM,11/7/2002 6:57:00 PM,Dia,Nordeste,,7236.6
11/8/2002 12:00:00 AM,,11/8/2002 12:00:00 AM,11/8/2002 6:58:00 PM,Dia,Nordeste,,7116.5
11/9/2002 12:00:00 AM,,11/9/2002 12:00:00 AM,11/9/2002 7:26:00 PM,Dia,Nordeste,,7395.1
11/10/2002 12:00:00 AM,,11/10/2002 12:00:00 AM,11/10/2002 7:42:00 PM,Dia,Nordeste,,6956.8
11/11/2002 12:00:00 AM,,11/11/2002 12:00:00 AM,11/11/2002 6:57:00 PM,Dia,Nordeste,,7008
11/12/2002 12:00:00 AM,,11/12/2002 12:00:00 AM,11/12/2002 6:59:00 PM,Dia,Nordeste,,7165.9
11/13/2002 12:00:00 AM,,11/13/2002 12:00:00 AM,11/13/2002 6:55:00 PM,Dia,Nordeste,,7130.8
11/14/2002 12:00:00 AM,,11/14/2002 12:00:00 AM,11/14/2002 6:58:00 PM,Dia,Nordeste,,7119
11/15/2002 12:00:00 AM,,11/15/2002 12:00:00 AM,11/15/2002 7:33:00 PM,Dia,Nordeste,,7118.5
11/16/2002 12:00:00 AM,,11/16/2002 12:00:00 AM,11/16/2002 7:25:00 PM,Dia,Nordeste,,7381.8
11/17/2002 12:00:00 AM,,11/17/2002 12:00:00 AM,11/17/2002 7:20:00 PM,Dia,Nordeste,,7008.1
11/18/2002 12:00:00 AM,,11/18/2002 12:00:00 AM,11/18/2002 6:57:00 PM,Dia,Nordeste,,7109
11/19/2002 12:00:00 AM,,11/19/2002 12:00:00 AM,11/19/2002 7:17:00 PM,Dia,Nordeste,,7150.1
11/20/2002 12:00:00 AM,,11/20/2002 12:00:00 AM,11/20/2002 6:59:00 PM,Dia,Nordeste,,7220.6
11/21/2002 12:00:00 AM,,11/21/2002 12:00:00 AM,11/21/2002 6:58:00 PM,Dia,Nordeste,,7197
11/22/2002 12:00:00 AM,,11/22/2002 12:00:00 AM,11/22/2002 7:28:00 PM,Dia,Nordeste,,7160
11/23/2002 12:00:00 AM,,11/23/2002 12:00:00 AM,11/23/2002 7:14:00 PM,Dia,Nordeste,,7346.4
11/24/2002 12:00:00 AM,,11/24/2002 12:00:00 AM,11/24/2002 7:36:00 PM,Dia,Nordeste,,6982.6
11/25/2002 12:00:00 AM,,11/25/2002 12:00:00 AM,11/25/2002 7:26:00 PM,Dia,Nordeste,,7080.4
11/26/2002 12:00:00 AM,,11/26/2002 12:00:00 AM,11/26/2002 7:30:00 PM,Dia,Nordeste,,7156.6
11/27/2002 12:00:00 AM,,11/27/2002 12:00:00 AM,11/27/2002 7:51:00 PM,Dia,Nordeste,,7258.8
11/28/2002 12:00:00 AM,,11/28/2002 12:00:00 AM,11/28/2002 7:35:00 PM,Dia,Nordeste,,7221.2
11/29/2002 12:00:00 AM,,11/29/2002 12:00:00 AM,11/29/2002 7:29:00 PM,Dia,Nordeste,,7187.3
11/30/2002 12:00:00 AM,,11/30/2002 12:00:00 AM,11/30/2002 7:34:00 PM,Dia,Nordeste,,7394.3
12/1/2002 12:00:00 AM,,12/1/2002 12:00:00 AM,12/1/2002 8:05:00 PM,Dia,Nordeste,,7036.6
12/2/2002 12:00:00 AM,,12/2/2002 12:00:00 AM,12/2/2002 7:33:00 PM,Dia,Nordeste,,7195.05
12/3/2002 12:00:00 AM,,12/3/2002 12:00:00 AM,12/3/2002 7:33:00 PM,Dia,Nordeste,,7276.82
12/4/2002 12:00:00 AM,,12/4/2002 12:00:00 AM,12/4/2002 7:30:00 PM,Dia,Nordeste,,7263.97
12/5/2002 12:00:00 AM,,12/5/2002 12:00:00 AM,12/5/2002 7:27:00 PM,Dia,Nordeste,,7179.7
12/6/2002 12:00:00 AM,,12/6/2002 12:00:00 AM,12/6/2002 7:43:00 PM,Dia,Nordeste,,7306.3
12/7/2002 12:00:00 AM,,12/7/2002 12:00:00 AM,12/7/2002 7:31:00 PM,Dia,Nordeste,,7549.7
12/8/2002 12:00:00 AM,,12/8/2002 12:00:00 AM,12/8/2002 7:42:00 PM,Dia,Nordeste,,7044
12/9/2002 12:00:00 AM,,12/9/2002 12:00:00 AM,12/9/2002 7:36:00 PM,Dia,Nordeste,,7149.3
12/10/2002 12:00:00 AM,,12/10/2002 12:00:00 AM,12/10/2002 7:33:00 PM,Dia,Nordeste,,7309.94
12/11/2002 12:00:00 AM,,12/11/2002 12:00:00 AM,12/11/2002 7:50:00 PM,Dia,Nordeste,,7191.04
12/12/2002 12:00:00 AM,,12/12/2002 12:00:00 AM,12/12/2002 7:44:00 PM,Dia,Nordeste,,7193.16
12/13/2002 12:00:00 AM,,12/13/2002 12:00:00 AM,12/13/2002 7:39:00 PM,Dia,Nordeste,,7135.59
12/14/2002 12:00:00 AM,,12/14/2002 12:00:00 AM,12/14/2002 7:53:00 PM,Dia,Nordeste,,7478.22
12/15/2002 12:00:00 AM,,12/15/2002 12:00:00 AM,12/15/2002 7:56:00 PM,Dia,Nordeste,,6918
12/16/2002 12:00:00 AM,,12/16/2002 12:00:00 AM,12/16/2002 7:36:00 PM,Dia,Nordeste,,7186.5
12/17/2002 12:00:00 AM,,12/17/2002 12:00:00 AM,12/17/2002 7:46:00 PM,Dia,Nordeste,,7210.97
12/18/2002 12:00:00 AM,,12/18/2002 12:00:00 AM,12/18/2002 7:50:00 PM,Dia,Nordeste,,7308.7
12/19/2002 12:00:00 AM,,12/19/2002 12:00:00 AM,12/19/2002 7:48:00 PM,Dia,Nordeste,,7299.59
12/20/2002 12:00:00 AM,,12/20/2002 12:00:00 AM,12/20/2002 7:42:00 PM,Dia,Nordeste,,7179.8
12/21/2002 12:00:00 AM,,12/21/2002 12:00:00 AM,12/21/2002 7:56:00 PM,Dia,Nordeste,,7618.6
12/22/2002 12:00:00 AM,,12/22/2002 12:00:00 AM,12/22/2002 8:09:00 PM,Dia,Nordeste,,7111.9
12/23/2002 12:00:00 AM,,12/23/2002 12:00:00 AM,12/23/2002 7:49:00 PM,Dia,Nordeste,,7111.06
12/24/2002 12:00:00 AM,,12/24/2002 12:00:00 AM,12/24/2002 7:59:00 PM,Dia,Nordeste,,6791
12/25/2002 12:00:00 AM,,12/25/2002 12:00:00 AM,12/25/2002 7:45:00 PM,Dia,Nordeste,,6557.4
12/26/2002 12:00:00 AM,,12/26/2002 12:00:00 AM,12/26/2002 7:48:00 PM,Dia,Nordeste,,6712.8
12/27/2002 12:00:00 AM,,12/27/2002 12:00:00 AM,12/27/2002 7:41:00 PM,Dia,Nordeste,,6733.55
12/28/2002 12:00:00 AM,,12/28/2002 12:00:00 AM,12/28/2002 7:46:00 PM,Dia,Nordeste,,7160.81
12/29/2002 12:00:00 AM,,12/29/2002 12:00:00 AM,12/29/2002 7:55:00 PM,Dia,Nordeste,,6868.07
12/30/2002 12:00:00 AM,,12/30/2002 12:00:00 AM,12/30/2002 7:52:00 PM,Dia,Nordeste,,6854.6
12/31/2002 12:00:00 AM,,12/31/2002 12:00:00 AM,12/31/2002 8:05:00 PM,Dia,Nordeste,,6548.7
1/1/2003 12:00:00 AM,,1/1/2003 12:00:00 AM,1/1/2003 8:07:00 PM,Dia,Nordeste,,6477.9
1/2/2003 12:00:00 AM,,1/2/2003 12:00:00 AM,1/2/2003 7:59:00 PM,Dia,Nordeste,,6904.7
1/3/2003 12:00:00 AM,,1/3/2003 12:00:00 AM,1/3/2003 7:51:00 PM,Dia,Nordeste,,7004.2
1/4/2003 12:00:00 AM,,1/4/2003 12:00:00 AM,1/4/2003 8:03:00 PM,Dia,Nordeste,,7518.38
1/5/2003 12:00:00 AM,,1/5/2003 12:00:00 AM,1/5/2003 8:09:00 PM,Dia,Nordeste,,6902.3
1/6/2003 12:00:00 AM,,1/6/2003 12:00:00 AM,1/6/2003 7:48:00 PM,Dia,Nordeste,,7087
1/7/2003 12:00:00 AM,,1/7/2003 12:00:00 AM,1/7/2003 7:42:00 PM,Dia,Nordeste,,7245.7
1/8/2003 12:00:00 AM,,1/8/2003 12:00:00 AM,1/8/2003 7:52:00 PM,Dia,Nordeste,,7286.4
1/9/2003 12:00:00 AM,,1/9/2003 12:00:00 AM,1/9/2003 8:03:00 PM,Dia,Nordeste,,7280.9
1/10/2003 12:00:00 AM,,1/10/2003 12:00:00 AM,1/10/2003 7:52:00 PM,Dia,Nordeste,,7258.6
1/11/2003 12:00:00 AM,,1/11/2003 12:00:00 AM,1/11/2003 7:57:00 PM,Dia,Nordeste,,7458.1
1/12/2003 12:00:00 AM,,1/12/2003 12:00:00 AM,1/12/2003 7:53:00 PM,Dia,Nordeste,,7013.69
1/13/2003 12:00:00 AM,,1/13/2003 12:00:00 AM,1/13/2003 7:48:00 PM,Dia,Nordeste,,7103.6
1/14/2003 12:00:00 AM,,1/14/2003 12:00:00 AM,1/14/2003 7:48:00 PM,Dia,Nordeste,,7183.2
1/15/2003 12:00:00 AM,,1/15/2003 12:00:00 AM,1/15/2003 7:54:00 PM,Dia,Nordeste,,7169.2
1/16/2003 12:00:00 AM,,1/16/2003 12:00:00 AM,1/16/2003 7:49:00 PM,Dia,Nordeste,,7328.11
1/17/2003 12:00:00 AM,,1/17/2003 12:00:00 AM,1/17/2003 7:49:00 PM,Dia,Nordeste,,7410.8
1/18/2003 12:00:00 AM,,1/18/2003 12:00:00 AM,1/18/2003 7:54:00 PM,Dia,Nordeste,,7408.8
1/19/2003 12:00:00 AM,,1/19/2003 12:00:00 AM,1/19/2003 7:55:00 PM,Dia,Nordeste,,6916.6
1/20/2003 12:00:00 AM,,1/20/2003 12:00:00 AM,1/20/2003 8:04:00 PM,Dia,Nordeste,,6988.1
1/21/2003 12:00:00 AM,,1/21/2003 12:00:00 AM,1/21/2003 7:52:00 PM,Dia,Nordeste,,7106.7
1/22/2003 12:00:00 AM,,1/22/2003 12:00:00 AM,1/22/2003 7:55:00 PM,Dia,Nordeste,,7019
1/23/2003 12:00:00 AM,,1/23/2003 12:00:00 AM,1/23/2003 7:41:00 PM,Dia,Nordeste,,6942.5
1/24/2003 12:00:00 AM,,1/24/2003 12:00:00 AM,1/24/2003 7:47:00 PM,Dia,Nordeste,,6898
1/25/2003 12:00:00 AM,,1/25/2003 12:00:00 AM,1/25/2003 7:51:00 PM,Dia,Nordeste,,7341.8
1/26/2003 12:00:00 AM,,1/26/2003 12:00:00 AM,1/26/2003 8:05:00 PM,Dia,Nordeste,,6890
1/27/2003 12:00:00 AM,,1/27/2003 12:00:00 AM,1/27/2003 7:55:00 PM,Dia,Nordeste,,6910.6
1/28/2003 12:00:00 AM,,1/28/2003 12:00:00 AM,1/28/2003 7:55:00 PM,Dia,Nordeste,,7025.1
1/29/2003 12:00:00 AM,,1/29/2003 12:00:00 AM,1/29/2003 7:51:00 PM,Dia,Nordeste,,7041.4
1/30/2003 12:00:00 AM,,1/30/2003 12:00:00 AM,1/30/2003 7:50:00 PM,Dia,Nordeste,,7003.6
1/31/2003 12:00:00 AM,,1/31/2003 12:00:00 AM,1/31/2003 7:54:00 PM,Dia,Nordeste,,6918
2/1/2003 12:00:00 AM,,2/1/2003 12:00:00 AM,2/1/2003 7:57:00 PM,Dia,Nordeste,,7116.2
2/2/2003 12:00:00 AM,,2/2/2003 12:00:00 AM,2/2/2003 7:53:00 PM,Dia,Nordeste,,6746.3
2/3/2003 12:00:00 AM,,2/3/2003 12:00:00 AM,2/3/2003 7:49:00 PM,Dia,Nordeste,,6863.4
2/4/2003 12:00:00 AM,,2/4/2003 12:00:00 AM,2/4/2003 7:52:00 PM,Dia,Nordeste,,6848.5
2/5/2003 12:00:00 AM,,2/5/2003 12:00:00 AM,2/5/2003 7:49:00 PM,Dia,Nordeste,,6835
2/6/2003 12:00:00 AM,,2/6/2003 12:00:00 AM,2/6/2003 7:56:00 PM,Dia,Nordeste,,6939.8
2/7/2003 12:00:00 AM,,2/7/2003 12:00:00 AM,2/7/2003 7:54:00 PM,Dia,Nordeste,,6956.2
2/8/2003 12:00:00 AM,,2/8/2003 12:00:00 AM,2/8/2003 7:54:00 PM,Dia,Nordeste,,7084.95
2/9/2003 12:00:00 AM,,2/9/2003 12:00:00 AM,2/9/2003 8:25:00 PM,Dia,Nordeste,,6776.1
2/10/2003 12:00:00 AM,,2/10/2003 12:00:00 AM,2/10/2003 8:05:00 PM,Dia,Nordeste,,6943.4
2/11/2003 12:00:00 AM,,2/11/2003 12:00:00 AM,2/11/2003 7:43:00 PM,Dia,Nordeste,,6964.66
2/12/2003 12:00:00 AM,,2/12/2003 12:00:00 AM,2/12/2003 7:44:00 PM,Dia,Nordeste,,6837
2/13/2003 12:00:00 AM,,2/13/2003 12:00:00 AM,2/13/2003 7:33:00 PM,Dia,Nordeste,,6795.6
2/14/2003 12:00:00 AM,,2/14/2003 12:00:00 AM,2/14/2003 7:44:00 PM,Dia,Nordeste,,6649.5
2/15/2003 12:00:00 AM,,2/15/2003 12:00:00 AM,2/15/2003 8:06:00 PM,Dia,Nordeste,,7130.3
2/16/2003 12:00:00 AM,,2/16/2003 12:00:00 AM,2/16/2003 6:50:00 PM,Dia,Nordeste,,6720.7
2/17/2003 12:00:00 AM,,2/17/2003 12:00:00 AM,2/17/2003 6:41:00 PM,Dia,Nordeste,,7053.8
2/18/2003 12:00:00 AM,,2/18/2003 12:00:00 AM,2/18/2003 9:16:00 PM,Dia,Nordeste,,7062.2
2/19/2003 12:00:00 AM,,2/19/2003 12:00:00 AM,2/19/2003 6:37:00 PM,Dia,Nordeste,,6992.7
2/20/2003 12:00:00 AM,,2/20/2003 12:00:00 AM,2/20/2003 6:40:00 PM,Dia,Nordeste,,6840.9
2/21/2003 12:00:00 AM,,2/21/2003 12:00:00 AM,2/21/2003 6:49:00 PM,Dia,Nordeste,,6785.2
2/22/2003 12:00:00 AM,,2/22/2003 12:00:00 AM,2/22/2003 6:40:00 PM,Dia,Nordeste,,7137.5
2/23/2003 12:00:00 AM,,2/23/2003 12:00:00 AM,2/23/2003 6:48:00 PM,Dia,Nordeste,,6643.8
2/24/2003 12:00:00 AM,,2/24/2003 12:00:00 AM,2/24/2003 6:38:00 PM,Dia,Nordeste,,6660.3
2/25/2003 12:00:00 AM,,2/25/2003 12:00:00 AM,2/25/2003 6:44:00 PM,Dia,Nordeste,,6766.7
2/26/2003 12:00:00 AM,,2/26/2003 12:00:00 AM,2/26/2003 9:30:00 PM,Dia,Nordeste,,6894.2
2/27/2003 12:00:00 AM,,2/27/2003 12:00:00 AM,2/27/2003 9:19:00 PM,Dia,Nordeste,,6832.7
2/28/2003 12:00:00 AM,,2/28/2003 12:00:00 AM,2/28/2003 6:48:00 PM,Dia,Nordeste,,6806.6
3/1/2003 12:00:00 AM,,3/1/2003 12:00:00 AM,3/1/2003 6:56:00 PM,Dia,Nordeste,,7145.9
3/2/2003 12:00:00 AM,,3/2/2003 12:00:00 AM,3/2/2003 6:55:00 PM,Dia,Nordeste,,6701.7
3/3/2003 12:00:00 AM,,3/3/2003 12:00:00 AM,3/3/2003 9:27:00 PM,Dia,Nordeste,,6268
3/4/2003 12:00:00 AM,,3/4/2003 12:00:00 AM,3/4/2003 6:53:00 PM,Dia,Nordeste,,6522.5
3/5/2003 12:00:00 AM,,3/5/2003 12:00:00 AM,3/5/2003 9:31:00 PM,Dia,Nordeste,,6592.5
3/6/2003 12:00:00 AM,,3/6/2003 12:00:00 AM,3/6/2003 6:39:00 PM,Dia,Nordeste,,6973.5
3/7/2003 12:00:00 AM,,3/7/2003 12:00:00 AM,3/7/2003 6:38:00 PM,Dia,Nordeste,,6982.4
3/8/2003 12:00:00 AM,,3/8/2003 12:00:00 AM,3/8/2003 6:36:00 PM,Dia,Nordeste,,7340.23
3/9/2003 12:00:00 AM,,3/9/2003 12:00:00 AM,3/9/2003 6:51:00 PM,Dia,Nordeste,,6875.6
3/10/2003 12:00:00 AM,,3/10/2003 12:00:00 AM,3/10/2003 6:25:00 PM,Dia,Nordeste,,7008.04
3/11/2003 12:00:00 AM,,3/11/2003 12:00:00 AM,3/11/2003 6:31:00 PM,Dia,Nordeste,,6942.2
3/12/2003 12:00:00 AM,,3/12/2003 12:00:00 AM,3/12/2003 9:16:00 PM,Dia,Nordeste,,7023
3/13/2003 12:00:00 AM,,3/13/2003 12:00:00 AM,3/13/2003 6:39:00 PM,Dia,Nordeste,,7092.4
3/14/2003 12:00:00 AM,,3/14/2003 12:00:00 AM,3/14/2003 6:37:00 PM,Dia,Nordeste,,7036.8
3/15/2003 12:00:00 AM,,3/15/2003 12:00:00 AM,3/15/2003 6:34:00 PM,Dia,Nordeste,,7113.8
3/16/2003 12:00:00 AM,,3/16/2003 12:00:00 AM,3/16/2003 6:27:00 PM,Dia,Nordeste,,6957.9
3/17/2003 12:00:00 AM,,3/17/2003 12:00:00 AM,3/17/2003 6:36:00 PM,Dia,Nordeste,,6832.3
3/18/2003 12:00:00 AM,,3/18/2003 12:00:00 AM,3/18/2003 6:30:00 PM,Dia,Nordeste,,6905.8
3/19/2003 12:00:00 AM,,3/19/2003 12:00:00 AM,3/19/2003 6:24:00 PM,Dia,Nordeste,,6671.2
3/20/2003 12:00:00 AM,,3/20/2003 12:00:00 AM,3/20/2003 6:33:00 PM,Dia,Nordeste,,6914.3
3/21/2003 12:00:00 AM,,3/21/2003 12:00:00 AM,3/21/2003 6:32:00 PM,Dia,Nordeste,,6834.1
3/22/2003 12:00:00 AM,,3/22/2003 12:00:00 AM,3/22/2003 6:26:00 PM,Dia,Nordeste,,7151.9
3/23/2003 12:00:00 AM,,3/23/2003 12:00:00 AM,3/23/2003 6:42:00 PM,Dia,Nordeste,,6788.8
3/24/2003 12:00:00 AM,,3/24/2003 12:00:00 AM,3/24/2003 6:29:00 PM,Dia,Nordeste,,6844.9
3/25/2003 12:00:00 AM,,3/25/2003 12:00:00 AM,3/25/2003 6:39:00 PM,Dia,Nordeste,,6940
3/26/2003 12:00:00 AM,,3/26/2003 12:00:00 AM,3/26/2003 6:32:00 PM,Dia,Nordeste,,6927.52
3/27/2003 12:00:00 AM,,3/27/2003 12:00:00 AM,3/27/2003 6:23:00 PM,Dia,Nordeste,,6997.8
3/28/2003 12:00:00 AM,,3/28/2003 12:00:00 AM,3/28/2003 6:22:00 PM,Dia,Nordeste,,6988
3/29/2003 12:00:00 AM,,3/29/2003 12:00:00 AM,3/29/2003 6:21:00 PM,Dia,Nordeste,,7054.9
3/30/2003 12:00:00 AM,,3/30/2003 12:00:00 AM,3/30/2003 6:36:00 PM,Dia,Nordeste,,6685.1
3/31/2003 12:00:00 AM,,3/31/2003 12:00:00 AM,3/31/2003 6:28:00 PM,Dia,Nordeste,,7031.6
4/1/2003 12:00:00 AM,,4/1/2003 12:00:00 AM,4/1/2003 6:23:00 PM,Dia,Nordeste,,7032.3
4/2/2003 12:00:00 AM,,4/2/2003 12:00:00 AM,4/2/2003 6:44:00 PM,Dia,Nordeste,,7066.66
4/3/2003 12:00:00 AM,,4/3/2003 12:00:00 AM,4/3/2003 6:25:00 PM,Dia,Nordeste,,7138.34
4/4/2003 12:00:00 AM,,4/4/2003 12:00:00 AM,4/4/2003 6:25:00 PM,Dia,Nordeste,,7083
4/5/2003 12:00:00 AM,,4/5/2003 12:00:00 AM,4/5/2003 6:30:00 PM,Dia,Nordeste,,7315
4/6/2003 12:00:00 AM,,4/6/2003 12:00:00 AM,4/6/2003 6:43:00 PM,Dia,Nordeste,,6836
4/7/2003 12:00:00 AM,,4/7/2003 12:00:00 AM,4/7/2003 5:53:00 PM,Dia,Nordeste,,7211.4
4/8/2003 12:00:00 AM,,4/8/2003 12:00:00 AM,4/8/2003 5:55:00 PM,Dia,Nordeste,,7276.43
4/9/2003 12:00:00 AM,,4/9/2003 12:00:00 AM,4/9/2003 5:57:00 PM,Dia,Nordeste,,7147.5
4/10/2003 12:00:00 AM,,4/10/2003 12:00:00 AM,4/10/2003 5:55:00 PM,Dia,Nordeste,,7076
4/11/2003 12:00:00 AM,,4/11/2003 12:00:00 AM,4/11/2003 5:56:00 PM,Dia,Nordeste,,7226.8
4/12/2003 12:00:00 AM,,4/12/2003 12:00:00 AM,4/12/2003 6:26:00 PM,Dia,Nordeste,,7490.1
4/13/2003 12:00:00 AM,,4/13/2003 12:00:00 AM,4/13/2003 6:39:00 PM,Dia,Nordeste,,6930.8
4/14/2003 12:00:00 AM,,4/14/2003 12:00:00 AM,4/14/2003 5:58:00 PM,Dia,Nordeste,,7325.6
4/15/2003 12:00:00 AM,,4/15/2003 12:00:00 AM,4/15/2003 5:57:00 PM,Dia,Nordeste,,7397.8
4/16/2003 12:00:00 AM,,4/16/2003 12:00:00 AM,4/16/2003 5:56:00 PM,Dia,Nordeste,,7394.8
4/17/2003 12:00:00 AM,,4/17/2003 12:00:00 AM,4/17/2003 6:21:00 PM,Dia,Nordeste,,6847
4/18/2003 12:00:00 AM,,4/18/2003 12:00:00 AM,4/18/2003 6:45:00 PM,Dia,Nordeste,,6435.4
4/19/2003 12:00:00 AM,,4/19/2003 12:00:00 AM,4/19/2003 6:36:00 PM,Dia,Nordeste,,7145.5
4/20/2003 12:00:00 AM,,4/20/2003 12:00:00 AM,4/20/2003 6:50:00 PM,Dia,Nordeste,,6835.9
4/21/2003 12:00:00 AM,,4/21/2003 12:00:00 AM,4/21/2003 6:32:00 PM,Dia,Nordeste,,6859.5
4/22/2003 12:00:00 AM,,4/22/2003 12:00:00 AM,4/22/2003 5:57:00 PM,Dia,Nordeste,,7270.9
4/23/2003 12:00:00 AM,,4/23/2003 12:00:00 AM,4/23/2003 5:55:00 PM,Dia,Nordeste,,7294.6
4/24/2003 12:00:00 AM,,4/24/2003 12:00:00 AM,4/24/2003 5:54:00 PM,Dia,Nordeste,,7217.4
4/25/2003 12:00:00 AM,,4/25/2003 12:00:00 AM,4/25/2003 5:56:00 PM,Dia,Nordeste,,7361.8
4/26/2003 12:00:00 AM,,4/26/2003 12:00:00 AM,4/26/2003 6:25:00 PM,Dia,Nordeste,,7411
4/27/2003 12:00:00 AM,,4/27/2003 12:00:00 AM,4/27/2003 6:15:00 PM,Dia,Nordeste,,6846
4/28/2003 12:00:00 AM,,4/28/2003 12:00:00 AM,4/28/2003 5:56:00 PM,Dia,Nordeste,,7354
4/29/2003 12:00:00 AM,,4/29/2003 12:00:00 AM,4/29/2003 5:47:00 PM,Dia,Nordeste,,7316
4/30/2003 12:00:00 AM,,4/30/2003 12:00:00 AM,4/30/2003 5:57:00 PM,Dia,Nordeste,,7395
5/1/2003 12:00:00 AM,,5/1/2003 12:00:00 AM,5/1/2003 6:19:00 PM,Dia,Nordeste,,6616
5/2/2003 12:00:00 AM,,5/2/2003 12:00:00 AM,5/2/2003 5:55:00 PM,Dia,Nordeste,,7236
5/3/2003 12:00:00 AM,,5/3/2003 12:00:00 AM,5/3/2003 6:19:00 PM,Dia,Nordeste,,7197.9
5/4/2003 12:00:00 AM,,5/4/2003 12:00:00 AM,5/4/2003 6:11:00 PM,Dia,Nordeste,,6736
5/5/2003 12:00:00 AM,,5/5/2003 12:00:00 AM,5/5/2003 5:54:00 PM,Dia,Nordeste,,7166
5/6/2003 12:00:00 AM,,5/6/2003 12:00:00 AM,5/6/2003 6:15:00 PM,Dia,Nordeste,,7295
5/7/2003 12:00:00 AM,,5/7/2003 12:00:00 AM,5/7/2003 5:57:00 PM,Dia,Nordeste,,7390.6
5/8/2003 12:00:00 AM,,5/8/2003 12:00:00 AM,5/8/2003 5:57:00 PM,Dia,Nordeste,,7324
5/9/2003 12:00:00 AM,,5/9/2003 12:00:00 AM,5/9/2003 5:58:00 PM,Dia,Nordeste,,7324.1
5/10/2003 12:00:00 AM,,5/10/2003 12:00:00 AM,5/10/2003 6:16:00 PM,Dia,Nordeste,,7213.5
5/11/2003 12:00:00 AM,,5/11/2003 12:00:00 AM,5/11/2003 6:35:00 PM,Dia,Nordeste,,6576
5/12/2003 12:00:00 AM,,5/12/2003 12:00:00 AM,5/12/2003 5:52:00 PM,Dia,Nordeste,,7279
5/13/2003 12:00:00 AM,,5/13/2003 12:00:00 AM,5/13/2003 5:44:00 PM,Dia,Nordeste,,7319
5/14/2003 12:00:00 AM,,5/14/2003 12:00:00 AM,5/14/2003 5:59:00 PM,Dia,Nordeste,,7181
5/15/2003 12:00:00 AM,,5/15/2003 12:00:00 AM,5/15/2003 5:56:00 PM,Dia,Nordeste,,7292.1
5/16/2003 12:00:00 AM,,5/16/2003 12:00:00 AM,5/16/2003 5:54:00 PM,Dia,Nordeste,,7230.5
5/17/2003 12:00:00 AM,,5/17/2003 12:00:00 AM,5/17/2003 6:19:00 PM,Dia,Nordeste,,7322.7
5/18/2003 12:00:00 AM,,5/18/2003 12:00:00 AM,5/18/2003 6:17:00 PM,Dia,Nordeste,,6679.7
5/19/2003 12:00:00 AM,,5/19/2003 12:00:00 AM,5/19/2003 5:57:00 PM,Dia,Nordeste,,7160.7
5/20/2003 12:00:00 AM,,5/20/2003 12:00:00 AM,5/20/2003 5:57:00 PM,Dia,Nordeste,,7360.4
5/21/2003 12:00:00 AM,,5/21/2003 12:00:00 AM,5/21/2003 5:52:00 PM,Dia,Nordeste,,7385.75
5/22/2003 12:00:00 AM,,5/22/2003 12:00:00 AM,5/22/2003 5:52:00 PM,Dia,Nordeste,,7435.8
5/23/2003 12:00:00 AM,,5/23/2003 12:00:00 AM,5/23/2003 5:56:00 PM,Dia,Nordeste,,7444.2
5/24/2003 12:00:00 AM,,5/24/2003 12:00:00 AM,5/24/2003 6:35:00 PM,Dia,Nordeste,,7345.8
5/25/2003 12:00:00 AM,,5/25/2003 12:00:00 AM,5/25/2003 6:11:00 PM,Dia,Nordeste,,6922.03
5/26/2003 12:00:00 AM,,5/26/2003 12:00:00 AM,5/26/2003 5:57:00 PM,Dia,Nordeste,,7612
5/27/2003 12:00:00 AM,,5/27/2003 12:00:00 AM,5/27/2003 5:55:00 PM,Dia,Nordeste,,7519.13
5/28/2003 12:00:00 AM,,5/28/2003 12:00:00 AM,5/28/2003 5:53:00 PM,Dia,Nordeste,,7502.7
5/29/2003 12:00:00 AM,,5/29/2003 12:00:00 AM,5/29/2003 5:58:00 PM,Dia,Nordeste,,7485.72
5/30/2003 12:00:00 AM,,5/30/2003 12:00:00 AM,5/30/2003 5:55:00 PM,Dia,Nordeste,,7320.6
5/31/2003 12:00:00 AM,,5/31/2003 12:00:00 AM,5/31/2003 6:36:00 PM,Dia,Nordeste,,7237.8
6/1/2003 12:00:00 AM,,6/1/2003 12:00:00 AM,6/1/2003 6:54:00 PM,Dia,Nordeste,,6665.8
6/2/2003 12:00:00 AM,,6/2/2003 12:00:00 AM,6/2/2003 5:55:00 PM,Dia,Nordeste,,7318.8
6/3/2003 12:00:00 AM,,6/3/2003 12:00:00 AM,6/3/2003 5:57:00 PM,Dia,Nordeste,,7297.8
6/4/2003 12:00:00 AM,,6/4/2003 12:00:00 AM,6/4/2003 5:54:00 PM,Dia,Nordeste,,7298.05
6/5/2003 12:00:00 AM,,6/5/2003 12:00:00 AM,6/5/2003 5:53:00 PM,Dia,Nordeste,,7451.08
6/6/2003 12:00:00 AM,,6/6/2003 12:00:00 AM,6/6/2003 5:58:00 PM,Dia,Nordeste,,7320.62
6/7/2003 12:00:00 AM,,6/7/2003 12:00:00 AM,6/7/2003 6:40:00 PM,Dia,Nordeste,,7234.33
