Data Escala de Tempo 1 DM Simp 4,Data do Incio da Semana Din Instante DM Simp 4,Data Escala de Tempo 1 DM Simp 4,Din Instante,Período Exibido DM Simp 4,Subsistema,Texto Data Incio da Semana Din Instante DM,Selecione Tipo de DM Simp 4
7/25/2011 12:00:00 AM,,7/25/2011 12:00:00 AM,7/25/2011 6:18:00 PM,Dia,Nordeste,,9244.95
7/26/2011 12:00:00 AM,,7/26/2011 12:00:00 AM,7/26/2011 6:20:00 PM,Dia,Nordeste,,9257.08
7/27/2011 12:00:00 AM,,7/27/2011 12:00:00 AM,7/27/2011 6:22:00 PM,Dia,Nordeste,,9202.21
7/28/2011 12:00:00 AM,,7/28/2011 12:00:00 AM,7/28/2011 6:33:00 PM,Dia,Nordeste,,9294.97
7/29/2011 12:00:00 AM,,7/29/2011 12:00:00 AM,7/29/2011 6:36:00 PM,Dia,Nordeste,,9238.45
7/30/2011 12:00:00 AM,,7/30/2011 12:00:00 AM,7/30/2011 6:28:00 PM,Dia,Nordeste,,9987.79
7/31/2011 12:00:00 AM,,7/31/2011 12:00:00 AM,7/31/2011 6:35:00 PM,Dia,Nordeste,,9094.93
8/1/2011 12:00:00 AM,,8/1/2011 12:00:00 AM,8/1/2011 6:33:00 PM,Dia,Nordeste,,9290.31
8/2/2011 12:00:00 AM,,8/2/2011 12:00:00 AM,8/2/2011 6:35:00 PM,Dia,Nordeste,,9447.22
8/3/2011 12:00:00 AM,,8/3/2011 12:00:00 AM,8/3/2011 6:43:00 PM,Dia,Nordeste,,9468.37
8/4/2011 12:00:00 AM,,8/4/2011 12:00:00 AM,8/4/2011 6:33:00 PM,Dia,Nordeste,,9634.73
8/5/2011 12:00:00 AM,,8/5/2011 12:00:00 AM,8/5/2011 6:19:00 PM,Dia,Nordeste,,9408.92
8/6/2011 12:00:00 AM,,8/6/2011 12:00:00 AM,8/6/2011 6:21:00 PM,Dia,Nordeste,,9938.54
8/7/2011 12:00:00 AM,,8/7/2011 12:00:00 AM,8/7/2011 6:22:00 PM,Dia,Nordeste,,9133.33
8/8/2011 12:00:00 AM,,8/8/2011 12:00:00 AM,8/8/2011 5:59:00 PM,Dia,Nordeste,,9226.54
8/9/2011 12:00:00 AM,,8/9/2011 12:00:00 AM,8/9/2011 6:21:00 PM,Dia,Nordeste,,9357.45
8/10/2011 12:00:00 AM,,8/10/2011 12:00:00 AM,8/10/2011 6:30:00 PM,Dia,Nordeste,,9599.85
8/11/2011 12:00:00 AM,,8/11/2011 12:00:00 AM,8/11/2011 2:42:00 PM,Dia,Nordeste,,9382.3
8/12/2011 12:00:00 AM,,8/12/2011 12:00:00 AM,8/12/2011 6:23:00 PM,Dia,Nordeste,,9313.58
8/13/2011 12:00:00 AM,,8/13/2011 12:00:00 AM,8/13/2011 6:39:00 PM,Dia,Nordeste,,9797.07
8/14/2011 12:00:00 AM,,8/14/2011 12:00:00 AM,8/14/2011 6:41:00 PM,Dia,Nordeste,,9039.09
8/15/2011 12:00:00 AM,,8/15/2011 12:00:00 AM,8/15/2011 6:16:00 PM,Dia,Nordeste,,9154.47
8/16/2011 12:00:00 AM,,8/16/2011 12:00:00 AM,8/16/2011 6:10:00 PM,Dia,Nordeste,,9321.63
8/17/2011 12:00:00 AM,,8/17/2011 12:00:00 AM,8/17/2011 6:30:00 PM,Dia,Nordeste,,9442.5
8/18/2011 12:00:00 AM,,8/18/2011 12:00:00 AM,8/18/2011 6:32:00 PM,Dia,Nordeste,,9434.51
8/19/2011 12:00:00 AM,,8/19/2011 12:00:00 AM,8/19/2011 6:33:00 PM,Dia,Nordeste,,9388.07
8/20/2011 12:00:00 AM,,8/20/2011 12:00:00 AM,8/20/2011 6:33:00 PM,Dia,Nordeste,,9918.33
8/21/2011 12:00:00 AM,,8/21/2011 12:00:00 AM,8/21/2011 6:44:00 PM,Dia,Nordeste,,9205.57
8/22/2011 12:00:00 AM,,8/22/2011 12:00:00 AM,8/22/2011 6:30:00 PM,Dia,Nordeste,,9342.74
8/23/2011 12:00:00 AM,,8/23/2011 12:00:00 AM,8/23/2011 6:36:00 PM,Dia,Nordeste,,9341.43
8/24/2011 12:00:00 AM,,8/24/2011 12:00:00 AM,8/24/2011 6:35:00 PM,Dia,Nordeste,,9357.63
8/25/2011 12:00:00 AM,,8/25/2011 12:00:00 AM,8/25/2011 6:28:00 PM,Dia,Nordeste,,9486.56
8/26/2011 12:00:00 AM,,8/26/2011 12:00:00 AM,8/26/2011 6:27:00 PM,Dia,Nordeste,,9581.45
8/27/2011 12:00:00 AM,,8/27/2011 12:00:00 AM,8/27/2011 6:23:00 PM,Dia,Nordeste,,9840.13
8/28/2011 12:00:00 AM,,8/28/2011 12:00:00 AM,8/28/2011 6:41:00 PM,Dia,Nordeste,,9174.32
8/29/2011 12:00:00 AM,,8/29/2011 12:00:00 AM,8/29/2011 6:17:00 PM,Dia,Nordeste,,9346.66
8/30/2011 12:00:00 AM,,8/30/2011 12:00:00 AM,8/30/2011 2:46:00 PM,Dia,Nordeste,,9574.69
8/31/2011 12:00:00 AM,,8/31/2011 12:00:00 AM,8/31/2011 2:38:00 PM,Dia,Nordeste,,9684.74
9/1/2011 12:00:00 AM,,9/1/2011 12:00:00 AM,9/1/2011 2:54:00 PM,Dia,Nordeste,,9651.46
9/2/2011 12:00:00 AM,,9/2/2011 12:00:00 AM,9/2/2011 2:49:00 PM,Dia,Nordeste,,9455.43
9/3/2011 12:00:00 AM,,9/3/2011 12:00:00 AM,9/3/2011 6:32:00 PM,Dia,Nordeste,,10016.37
9/4/2011 12:00:00 AM,,9/4/2011 12:00:00 AM,9/4/2011 6:34:00 PM,Dia,Nordeste,,9179.04
9/5/2011 12:00:00 AM,,9/5/2011 12:00:00 AM,9/5/2011 6:32:00 PM,Dia,Nordeste,,9389.1
9/6/2011 12:00:00 AM,,9/6/2011 12:00:00 AM,9/6/2011 6:31:00 PM,Dia,Nordeste,,9497.91
9/7/2011 12:00:00 AM,,9/7/2011 12:00:00 AM,9/7/2011 6:35:00 PM,Dia,Nordeste,,9253.94
9/8/2011 12:00:00 AM,,9/8/2011 12:00:00 AM,9/8/2011 6:41:00 PM,Dia,Nordeste,,9539.28
9/9/2011 12:00:00 AM,,9/9/2011 12:00:00 AM,9/9/2011 2:29:00 PM,Dia,Nordeste,,9658.73
9/10/2011 12:00:00 AM,,9/10/2011 12:00:00 AM,9/10/2011 6:23:00 PM,Dia,Nordeste,,10184.54
9/11/2011 12:00:00 AM,,9/11/2011 12:00:00 AM,9/11/2011 6:41:00 PM,Dia,Nordeste,,9342.51
9/12/2011 12:00:00 AM,,9/12/2011 12:00:00 AM,9/12/2011 2:54:00 PM,Dia,Nordeste,,9695.3
9/13/2011 12:00:00 AM,,9/13/2011 12:00:00 AM,9/13/2011 2:43:00 PM,Dia,Nordeste,,9720.1
9/14/2011 12:00:00 AM,,9/14/2011 12:00:00 AM,9/14/2011 2:42:00 PM,Dia,Nordeste,,9743.1
9/15/2011 12:00:00 AM,,9/15/2011 12:00:00 AM,9/15/2011 6:30:00 PM,Dia,Nordeste,,9608
9/16/2011 12:00:00 AM,,9/16/2011 12:00:00 AM,9/16/2011 6:27:00 PM,Dia,Nordeste,,9530.87
9/17/2011 12:00:00 AM,,9/17/2011 12:00:00 AM,9/17/2011 6:39:00 PM,Dia,Nordeste,,9853.27
9/18/2011 12:00:00 AM,,9/18/2011 12:00:00 AM,9/18/2011 6:29:00 PM,Dia,Nordeste,,9033.55
9/19/2011 12:00:00 AM,,9/19/2011 12:00:00 AM,9/19/2011 6:32:00 PM,Dia,Nordeste,,9301.79
9/20/2011 12:00:00 AM,,9/20/2011 12:00:00 AM,9/20/2011 6:29:00 PM,Dia,Nordeste,,9372.28
9/21/2011 12:00:00 AM,,9/21/2011 12:00:00 AM,9/21/2011 6:29:00 PM,Dia,Nordeste,,9511.28
9/22/2011 12:00:00 AM,,9/22/2011 12:00:00 AM,9/22/2011 6:26:00 PM,Dia,Nordeste,,9691.34
9/23/2011 12:00:00 AM,,9/23/2011 12:00:00 AM,9/23/2011 2:39:00 PM,Dia,Nordeste,,9678.74
9/24/2011 12:00:00 AM,,9/24/2011 12:00:00 AM,9/24/2011 6:30:00 PM,Dia,Nordeste,,10077.13
9/25/2011 12:00:00 AM,,9/25/2011 12:00:00 AM,9/25/2011 6:42:00 PM,Dia,Nordeste,,9285.4
9/26/2011 12:00:00 AM,,9/26/2011 12:00:00 AM,9/26/2011 2:42:00 PM,Dia,Nordeste,,9587.91
9/27/2011 12:00:00 AM,,9/27/2011 12:00:00 AM,9/27/2011 2:45:00 PM,Dia,Nordeste,,9763.34
9/28/2011 12:00:00 AM,,9/28/2011 12:00:00 AM,9/28/2011 2:53:00 PM,Dia,Nordeste,,9874.88
9/29/2011 12:00:00 AM,,9/29/2011 12:00:00 AM,9/29/2011 2:25:00 PM,Dia,Nordeste,,9818.1
9/30/2011 12:00:00 AM,,9/30/2011 12:00:00 AM,9/30/2011 2:41:00 PM,Dia,Nordeste,,9822.51
10/1/2011 12:00:00 AM,,10/1/2011 12:00:00 AM,10/1/2011 6:22:00 PM,Dia,Nordeste,,10057.21
10/2/2011 12:00:00 AM,,10/2/2011 12:00:00 AM,10/2/2011 6:36:00 PM,Dia,Nordeste,,9350.81
10/3/2011 12:00:00 AM,,10/3/2011 12:00:00 AM,10/3/2011 2:46:00 PM,Dia,Nordeste,,9803.24
10/4/2011 12:00:00 AM,,10/4/2011 12:00:00 AM,10/4/2011 2:47:00 PM,Dia,Nordeste,,9691.09
10/5/2011 12:00:00 AM,,10/5/2011 12:00:00 AM,10/5/2011 2:48:00 PM,Dia,Nordeste,,9690.68
10/6/2011 12:00:00 AM,,10/6/2011 12:00:00 AM,10/6/2011 2:46:00 PM,Dia,Nordeste,,9944.2
10/7/2011 12:00:00 AM,,10/7/2011 12:00:00 AM,10/7/2011 2:44:00 PM,Dia,Nordeste,,9946.83
10/8/2011 12:00:00 AM,,10/8/2011 12:00:00 AM,10/8/2011 6:32:00 PM,Dia,Nordeste,,10071.7
10/9/2011 12:00:00 AM,,10/9/2011 12:00:00 AM,10/9/2011 6:37:00 PM,Dia,Nordeste,,9398.15
10/10/2011 12:00:00 AM,,10/10/2011 12:00:00 AM,10/10/2011 2:51:00 PM,Dia,Nordeste,,10043.11
10/11/2011 12:00:00 AM,,10/11/2011 12:00:00 AM,10/11/2011 2:31:00 PM,Dia,Nordeste,,10086.67
10/12/2011 12:00:00 AM,,10/12/2011 12:00:00 AM,10/12/2011 6:45:00 PM,Dia,Nordeste,,9509.35
10/13/2011 12:00:00 AM,,10/13/2011 12:00:00 AM,10/13/2011 2:45:00 PM,Dia,Nordeste,,9967.4
10/14/2011 12:00:00 AM,,10/14/2011 12:00:00 AM,10/14/2011 2:55:00 PM,Dia,Nordeste,,9957.32
10/15/2011 12:00:00 AM,,10/15/2011 12:00:00 AM,10/15/2011 6:41:00 PM,Dia,Nordeste,,10242.7
10/16/2011 12:00:00 AM,,10/16/2011 12:00:00 AM,10/16/2011 7:26:00 PM,Dia,Nordeste,,9352.16
10/17/2011 12:00:00 AM,,10/17/2011 12:00:00 AM,10/17/2011 3:31:00 PM,Dia,Nordeste,,9966.54
10/18/2011 12:00:00 AM,,10/18/2011 12:00:00 AM,10/18/2011 3:38:00 PM,Dia,Nordeste,,9999.36
10/19/2011 12:00:00 AM,,10/19/2011 12:00:00 AM,10/19/2011 6:53:00 PM,Dia,Nordeste,,9557.08
10/20/2011 12:00:00 AM,,10/20/2011 12:00:00 AM,10/20/2011 6:54:00 PM,Dia,Nordeste,,9467.11
10/21/2011 12:00:00 AM,,10/21/2011 12:00:00 AM,10/21/2011 3:43:00 PM,Dia,Nordeste,,9314.68
10/22/2011 12:00:00 AM,,10/22/2011 12:00:00 AM,10/22/2011 7:27:00 PM,Dia,Nordeste,,9814.43
10/23/2011 12:00:00 AM,,10/23/2011 12:00:00 AM,10/23/2011 7:33:00 PM,Dia,Nordeste,,8978.66
10/24/2011 12:00:00 AM,,10/24/2011 12:00:00 AM,10/24/2011 3:28:00 PM,Dia,Nordeste,,9495.18
10/25/2011 12:00:00 AM,,10/25/2011 12:00:00 AM,10/25/2011 3:32:00 PM,Dia,Nordeste,,9906.26
10/26/2011 12:00:00 AM,,10/26/2011 12:00:00 AM,10/26/2011 3:42:00 PM,Dia,Nordeste,,10011.2
10/27/2011 12:00:00 AM,,10/27/2011 12:00:00 AM,10/27/2011 3:31:00 PM,Dia,Nordeste,,10022.35
10/28/2011 12:00:00 AM,,10/28/2011 12:00:00 AM,10/28/2011 3:39:00 PM,Dia,Nordeste,,9775.98
10/29/2011 12:00:00 AM,,10/29/2011 12:00:00 AM,10/29/2011 7:49:00 PM,Dia,Nordeste,,10168.26
10/30/2011 12:00:00 AM,,10/30/2011 12:00:00 AM,10/30/2011 7:43:00 PM,Dia,Nordeste,,9282.77
10/31/2011 12:00:00 AM,,10/31/2011 12:00:00 AM,10/31/2011 3:29:00 PM,Dia,Nordeste,,10166.46
11/1/2011 12:00:00 AM,,11/1/2011 12:00:00 AM,11/1/2011 3:47:00 PM,Dia,Nordeste,,9807.03
11/2/2011 12:00:00 AM,,11/2/2011 12:00:00 AM,11/2/2011 7:51:00 PM,Dia,Nordeste,,9177.39
11/3/2011 12:00:00 AM,,11/3/2011 12:00:00 AM,11/3/2011 3:43:00 PM,Dia,Nordeste,,9592.05
11/4/2011 12:00:00 AM,,11/4/2011 12:00:00 AM,11/4/2011 3:42:00 PM,Dia,Nordeste,,9569.89
11/5/2011 12:00:00 AM,,11/5/2011 12:00:00 AM,11/5/2011 7:33:00 PM,Dia,Nordeste,,9726.8
11/6/2011 12:00:00 AM,,11/6/2011 12:00:00 AM,11/6/2011 7:15:00 PM,Dia,Nordeste,,9059.7
11/7/2011 12:00:00 AM,,11/7/2011 12:00:00 AM,11/7/2011 3:50:00 PM,Dia,Nordeste,,9674.77
11/8/2011 12:00:00 AM,,11/8/2011 12:00:00 AM,11/8/2011 3:31:00 PM,Dia,Nordeste,,9848.71
11/9/2011 12:00:00 AM,,11/9/2011 12:00:00 AM,11/9/2011 3:45:00 PM,Dia,Nordeste,,9588.16
11/10/2011 12:00:00 AM,,11/10/2011 12:00:00 AM,11/10/2011 3:51:00 PM,Dia,Nordeste,,9665.82
11/11/2011 12:00:00 AM,,11/11/2011 12:00:00 AM,11/11/2011 11:57:00 AM,Dia,Nordeste,,9705.68
11/12/2011 12:00:00 AM,,11/12/2011 12:00:00 AM,11/12/2011 7:45:00 PM,Dia,Nordeste,,9926
11/13/2011 12:00:00 AM,,11/13/2011 12:00:00 AM,11/13/2011 7:26:00 PM,Dia,Nordeste,,9105.18
11/14/2011 12:00:00 AM,,11/14/2011 12:00:00 AM,11/14/2011 7:35:00 PM,Dia,Nordeste,,9310.68
11/15/2011 12:00:00 AM,,11/15/2011 12:00:00 AM,11/15/2011 7:28:00 PM,Dia,Nordeste,,9438.25
11/16/2011 12:00:00 AM,,11/16/2011 12:00:00 AM,11/16/2011 3:45:00 PM,Dia,Nordeste,,10081.55
11/17/2011 12:00:00 AM,,11/17/2011 12:00:00 AM,11/17/2011 3:47:00 PM,Dia,Nordeste,,10157.75
11/18/2011 12:00:00 AM,,11/18/2011 12:00:00 AM,11/18/2011 3:33:00 PM,Dia,Nordeste,,10200.85
11/19/2011 12:00:00 AM,,11/19/2011 12:00:00 AM,11/19/2011 7:35:00 PM,Dia,Nordeste,,10063
11/20/2011 12:00:00 AM,,11/20/2011 12:00:00 AM,11/20/2011 7:35:00 PM,Dia,Nordeste,,9235
11/21/2011 12:00:00 AM,,11/21/2011 12:00:00 AM,11/21/2011 3:46:00 PM,Dia,Nordeste,,9864.57
11/22/2011 12:00:00 AM,,11/22/2011 12:00:00 AM,11/22/2011 3:44:00 PM,Dia,Nordeste,,10243.11
11/23/2011 12:00:00 AM,,11/23/2011 12:00:00 AM,11/23/2011 3:34:00 PM,Dia,Nordeste,,10205.26
11/24/2011 12:00:00 AM,,11/24/2011 12:00:00 AM,11/24/2011 3:33:00 PM,Dia,Nordeste,,10306.86
11/25/2011 12:00:00 AM,,11/25/2011 12:00:00 AM,11/25/2011 3:32:00 PM,Dia,Nordeste,,10176.67
11/26/2011 12:00:00 AM,,11/26/2011 12:00:00 AM,11/26/2011 7:37:00 PM,Dia,Nordeste,,10227.18
11/27/2011 12:00:00 AM,,11/27/2011 12:00:00 AM,11/27/2011 7:42:00 PM,Dia,Nordeste,,9499.43
11/28/2011 12:00:00 AM,,11/28/2011 12:00:00 AM,11/28/2011 3:42:00 PM,Dia,Nordeste,,10061.4
11/29/2011 12:00:00 AM,,11/29/2011 12:00:00 AM,11/29/2011 3:36:00 PM,Dia,Nordeste,,10185.97
11/30/2011 12:00:00 AM,,11/30/2011 12:00:00 AM,11/30/2011 3:47:00 PM,Dia,Nordeste,,10227.8
12/1/2011 12:00:00 AM,,12/1/2011 12:00:00 AM,12/1/2011 3:37:00 PM,Dia,Nordeste,,10217.44
12/2/2011 12:00:00 AM,,12/2/2011 12:00:00 AM,12/2/2011 3:21:00 PM,Dia,Nordeste,,10240.03
12/3/2011 12:00:00 AM,,12/3/2011 12:00:00 AM,12/3/2011 7:33:00 PM,Dia,Nordeste,,10107.93
12/4/2011 12:00:00 AM,,12/4/2011 12:00:00 AM,12/4/2011 7:46:00 PM,Dia,Nordeste,,8932.8
12/5/2011 12:00:00 AM,,12/5/2011 12:00:00 AM,12/5/2011 3:27:00 PM,Dia,Nordeste,,9972.05
12/6/2011 12:00:00 AM,,12/6/2011 12:00:00 AM,12/6/2011 3:42:00 PM,Dia,Nordeste,,10039.11
12/7/2011 12:00:00 AM,,12/7/2011 12:00:00 AM,12/7/2011 3:18:00 PM,Dia,Nordeste,,10094.99
12/8/2011 12:00:00 AM,,12/8/2011 12:00:00 AM,12/8/2011 7:45:00 PM,Dia,Nordeste,,9464.73
12/9/2011 12:00:00 AM,,12/9/2011 12:00:00 AM,12/9/2011 3:23:00 PM,Dia,Nordeste,,10119.93
12/10/2011 12:00:00 AM,,12/10/2011 12:00:00 AM,12/10/2011 7:46:00 PM,Dia,Nordeste,,10337.13
12/11/2011 12:00:00 AM,,12/11/2011 12:00:00 AM,12/11/2011 8:15:00 PM,Dia,Nordeste,,9477.86
12/12/2011 12:00:00 AM,,12/12/2011 12:00:00 AM,12/12/2011 3:38:00 PM,Dia,Nordeste,,9992.27
12/13/2011 12:00:00 AM,,12/13/2011 12:00:00 AM,12/13/2011 3:15:00 PM,Dia,Nordeste,,9675.79
12/14/2011 12:00:00 AM,,12/14/2011 12:00:00 AM,12/14/2011 3:37:00 PM,Dia,Nordeste,,9704.6
12/15/2011 12:00:00 AM,,12/15/2011 12:00:00 AM,12/15/2011 3:47:00 PM,Dia,Nordeste,,9826.88
12/16/2011 12:00:00 AM,,12/16/2011 12:00:00 AM,12/16/2011 3:17:00 PM,Dia,Nordeste,,9790.91
12/17/2011 12:00:00 AM,,12/17/2011 12:00:00 AM,12/17/2011 7:39:00 PM,Dia,Nordeste,,9982.29
12/18/2011 12:00:00 AM,,12/18/2011 12:00:00 AM,12/18/2011 7:45:00 PM,Dia,Nordeste,,9351.12
12/19/2011 12:00:00 AM,,12/19/2011 12:00:00 AM,12/19/2011 2:53:00 PM,Dia,Nordeste,,10045.37
12/20/2011 12:00:00 AM,,12/20/2011 12:00:00 AM,12/20/2011 3:26:00 PM,Dia,Nordeste,,10091.65
12/21/2011 12:00:00 AM,,12/21/2011 12:00:00 AM,12/21/2011 3:14:00 PM,Dia,Nordeste,,9927.8
12/22/2011 12:00:00 AM,,12/22/2011 12:00:00 AM,12/22/2011 3:39:00 PM,Dia,Nordeste,,9942.24
12/23/2011 12:00:00 AM,,12/23/2011 12:00:00 AM,12/23/2011 10:13:00 PM,Dia,Nordeste,,9561.27
12/24/2011 12:00:00 AM,,12/24/2011 12:00:00 AM,12/24/2011 8:05:00 PM,Dia,Nordeste,,9857.32
12/25/2011 12:00:00 AM,,12/25/2011 12:00:00 AM,12/25/2011 8:17:00 PM,Dia,Nordeste,,8801.86
12/26/2011 12:00:00 AM,,12/26/2011 12:00:00 AM,12/26/2011 10:29:00 PM,Dia,Nordeste,,9556.21
12/27/2011 12:00:00 AM,,12/27/2011 12:00:00 AM,12/27/2011 10:35:00 PM,Dia,Nordeste,,9651.58
12/28/2011 12:00:00 AM,,12/28/2011 12:00:00 AM,12/28/2011 3:55:00 PM,Dia,Nordeste,,9818.5
12/29/2011 12:00:00 AM,,12/29/2011 12:00:00 AM,12/29/2011 10:35:00 PM,Dia,Nordeste,,9806.63
12/30/2011 12:00:00 AM,,12/30/2011 12:00:00 AM,12/30/2011 10:31:00 PM,Dia,Nordeste,,9626.65
12/31/2011 12:00:00 AM,,12/31/2011 12:00:00 AM,12/31/2011 8:11:00 PM,Dia,Nordeste,,9687.26
1/1/2012 12:00:00 AM,,1/1/2012 12:00:00 AM,1/1/2012 8:15:00 PM,Dia,Nordeste,,8817.5
1/2/2012 12:00:00 AM,,1/2/2012 12:00:00 AM,1/2/2012 10:24:00 PM,Dia,Nordeste,,9722.11
1/3/2012 12:00:00 AM,,1/3/2012 12:00:00 AM,1/3/2012 10:28:00 PM,Dia,Nordeste,,9810.51
1/4/2012 12:00:00 AM,,1/4/2012 12:00:00 AM,1/4/2012 3:24:00 PM,Dia,Nordeste,,9934.68
1/5/2012 12:00:00 AM,,1/5/2012 12:00:00 AM,1/5/2012 3:23:00 PM,Dia,Nordeste,,9958.33
1/6/2012 12:00:00 AM,,1/6/2012 12:00:00 AM,1/6/2012 3:34:00 PM,Dia,Nordeste,,9845.59
1/7/2012 12:00:00 AM,,1/7/2012 12:00:00 AM,1/7/2012 7:52:00 PM,Dia,Nordeste,,10145.38
1/8/2012 12:00:00 AM,,1/8/2012 12:00:00 AM,1/8/2012 8:10:00 PM,Dia,Nordeste,,9444.5
1/9/2012 12:00:00 AM,,1/9/2012 12:00:00 AM,1/9/2012 3:31:00 PM,Dia,Nordeste,,10051.28
1/10/2012 12:00:00 AM,,1/10/2012 12:00:00 AM,1/10/2012 3:47:00 PM,Dia,Nordeste,,10079.62
1/11/2012 12:00:00 AM,,1/11/2012 12:00:00 AM,1/11/2012 3:46:00 PM,Dia,Nordeste,,10077.07
1/12/2012 12:00:00 AM,,1/12/2012 12:00:00 AM,1/12/2012 3:44:00 PM,Dia,Nordeste,,10140.55
1/13/2012 12:00:00 AM,,1/13/2012 12:00:00 AM,1/13/2012 3:25:00 PM,Dia,Nordeste,,10303.76
1/14/2012 12:00:00 AM,,1/14/2012 12:00:00 AM,1/14/2012 7:49:00 PM,Dia,Nordeste,,10158.32
1/15/2012 12:00:00 AM,,1/15/2012 12:00:00 AM,1/15/2012 8:03:00 PM,Dia,Nordeste,,9424.11
1/16/2012 12:00:00 AM,,1/16/2012 12:00:00 AM,1/16/2012 3:45:00 PM,Dia,Nordeste,,10016.16
1/17/2012 12:00:00 AM,,1/17/2012 12:00:00 AM,1/17/2012 3:23:00 PM,Dia,Nordeste,,10326.62
1/18/2012 12:00:00 AM,,1/18/2012 12:00:00 AM,1/18/2012 3:46:00 PM,Dia,Nordeste,,10143.84
1/19/2012 12:00:00 AM,,1/19/2012 12:00:00 AM,1/19/2012 3:40:00 PM,Dia,Nordeste,,9870.35
1/20/2012 12:00:00 AM,,1/20/2012 12:00:00 AM,1/20/2012 3:25:00 PM,Dia,Nordeste,,9814.39
1/21/2012 12:00:00 AM,,1/21/2012 12:00:00 AM,1/21/2012 7:57:00 PM,Dia,Nordeste,,9890.69
1/22/2012 12:00:00 AM,,1/22/2012 12:00:00 AM,1/22/2012 7:59:00 PM,Dia,Nordeste,,9140.7
1/23/2012 12:00:00 AM,,1/23/2012 12:00:00 AM,1/23/2012 3:42:00 PM,Dia,Nordeste,,9732.59
1/24/2012 12:00:00 AM,,1/24/2012 12:00:00 AM,1/24/2012 3:45:00 PM,Dia,Nordeste,,9839.78
1/25/2012 12:00:00 AM,,1/25/2012 12:00:00 AM,1/25/2012 3:35:00 PM,Dia,Nordeste,,9935.82
1/26/2012 12:00:00 AM,,1/26/2012 12:00:00 AM,1/26/2012 3:31:00 PM,Dia,Nordeste,,9937.78
1/27/2012 12:00:00 AM,,1/27/2012 12:00:00 AM,1/27/2012 3:31:00 PM,Dia,Nordeste,,9932.86
1/28/2012 12:00:00 AM,,1/28/2012 12:00:00 AM,1/28/2012 8:04:00 PM,Dia,Nordeste,,10147.57
1/29/2012 12:00:00 AM,,1/29/2012 12:00:00 AM,1/29/2012 7:56:00 PM,Dia,Nordeste,,9356.06
1/30/2012 12:00:00 AM,,1/30/2012 12:00:00 AM,1/30/2012 3:46:00 PM,Dia,Nordeste,,10042.52
1/31/2012 12:00:00 AM,,1/31/2012 12:00:00 AM,1/31/2012 3:29:00 PM,Dia,Nordeste,,10182.33
2/1/2012 12:00:00 AM,,2/1/2012 12:00:00 AM,2/1/2012 3:39:00 PM,Dia,Nordeste,,10166.29
2/2/2012 12:00:00 AM,,2/2/2012 12:00:00 AM,2/2/2012 3:37:00 PM,Dia,Nordeste,,10046.4
2/3/2012 12:00:00 AM,,2/3/2012 12:00:00 AM,2/3/2012 3:35:00 PM,Dia,Nordeste,,10094.73
2/4/2012 12:00:00 AM,,2/4/2012 12:00:00 AM,2/4/2012 8:07:00 PM,Dia,Nordeste,,10009.62
2/5/2012 12:00:00 AM,,2/5/2012 12:00:00 AM,2/5/2012 8:11:00 PM,Dia,Nordeste,,9445.49
2/6/2012 12:00:00 AM,,2/6/2012 12:00:00 AM,2/6/2012 3:45:00 PM,Dia,Nordeste,,10285.49
2/7/2012 12:00:00 AM,,2/7/2012 12:00:00 AM,2/7/2012 3:46:00 PM,Dia,Nordeste,,10454.51
2/8/2012 12:00:00 AM,,2/8/2012 12:00:00 AM,2/8/2012 3:42:00 PM,Dia,Nordeste,,10419.44
2/9/2012 12:00:00 AM,,2/9/2012 12:00:00 AM,2/9/2012 3:53:00 PM,Dia,Nordeste,,10601.8
2/10/2012 12:00:00 AM,,2/10/2012 12:00:00 AM,2/10/2012 3:27:00 PM,Dia,Nordeste,,10372.72
2/11/2012 12:00:00 AM,,2/11/2012 12:00:00 AM,2/11/2012 8:02:00 PM,Dia,Nordeste,,10159.16
2/12/2012 12:00:00 AM,,2/12/2012 12:00:00 AM,2/12/2012 8:07:00 PM,Dia,Nordeste,,9387.71
2/13/2012 12:00:00 AM,,2/13/2012 12:00:00 AM,2/13/2012 3:03:00 PM,Dia,Nordeste,,10201.2
2/14/2012 12:00:00 AM,,2/14/2012 12:00:00 AM,2/14/2012 3:23:00 PM,Dia,Nordeste,,10183
2/15/2012 12:00:00 AM,,2/15/2012 12:00:00 AM,2/15/2012 3:04:00 PM,Dia,Nordeste,,10109.6
2/16/2012 12:00:00 AM,,2/16/2012 12:00:00 AM,2/16/2012 3:41:00 PM,Dia,Nordeste,,9849.6
2/17/2012 12:00:00 AM,,2/17/2012 12:00:00 AM,2/17/2012 3:31:00 PM,Dia,Nordeste,,9425.93
2/18/2012 12:00:00 AM,,2/18/2012 12:00:00 AM,2/18/2012 7:46:00 PM,Dia,Nordeste,,9513.51
2/19/2012 12:00:00 AM,,2/19/2012 12:00:00 AM,2/19/2012 8:06:00 PM,Dia,Nordeste,,8688
2/20/2012 12:00:00 AM,,2/20/2012 12:00:00 AM,2/20/2012 10:30:00 PM,Dia,Nordeste,,8376.85
2/21/2012 12:00:00 AM,,2/21/2012 12:00:00 AM,2/21/2012 7:54:00 PM,Dia,Nordeste,,8862.8
2/22/2012 12:00:00 AM,,2/22/2012 12:00:00 AM,2/22/2012 10:43:00 PM,Dia,Nordeste,,9366.28
