index,value
2019-03-23,545
2019-03-24,566
2019-03-25,575
2019-03-26,557
2019-03-27,522
2019-03-28,486
2019-03-29,460
2019-03-30,443
2019-03-31,421
2019-04-01,400
2019-04-02,385
2019-04-03,389
2019-04-04,404
2019-04-05,415
2019-04-06,425
2019-04-07,434
2019-04-08,451
2019-04-09,470
2019-04-10,483
2019-04-11,484
2019-04-12,480
2019-04-13,466
2019-04-14,443
2019-04-15,406
2019-04-16,381
2019-04-17,356
2019-04-18,339
2019-04-19,334
2019-04-20,347
2019-04-21,361
2019-04-22,368
2019-04-23,369
2019-04-24,372
2019-04-25,368
2019-04-26,354
2019-04-27,339
2019-04-28,339
2019-04-29,351
2019-04-30,366
2019-05-01,365
2019-05-02,362
2019-05-03,357
2019-05-04,347
2019-05-05,338
2019-05-06,336
2019-05-07,353
2019-05-08,371
2019-05-09,364
2019-05-10,348
2019-05-11,338
2019-05-12,336
2019-05-13,321
2019-05-14,301
2019-05-15,286
2019-05-16,286
2019-05-17,287
2019-05-18,288
2019-05-19,288
2019-05-20,288
2019-05-21,288
2019-05-22,297
2019-05-23,299
2019-05-24,299
2019-05-25,290
2019-05-26,288
2019-05-27,288
2019-05-28,288
2019-05-29,288
2019-05-30,283
2019-05-31,283
2019-06-01,278
2019-06-02,283
2019-06-03,278
2019-06-04,278
2019-06-05,258
2019-06-06,247
2019-06-07,241
2019-06-08,245
2019-06-09,246
2019-06-10,238
2019-06-11,242
2019-06-12,243
2019-06-13,259
2019-06-14,259
2019-06-15,255
2019-06-16,248
2019-06-17,248
2019-06-18,252
2019-06-19,253
2019-06-20,251
2019-06-21,251
2019-06-22,246
2019-06-23,244
2019-06-24,244
2019-06-25,233
2019-06-26,222
2019-06-27,218
2019-06-28,218
2019-06-29,224
2019-06-30,225
2019-07-01,229
2019-07-02,229
2019-07-03,231
2019-07-04,223
2019-07-05,227
2019-07-06,221
2019-07-07,232
2019-07-08,226
2019-07-09,229
2019-07-10,221
2019-07-11,221
2019-07-12,223
2019-07-13,227
2019-07-14,228
2019-07-15,209
2019-07-16,212
2019-07-17,206
2019-07-18,208
2019-07-19,207
2019-07-20,199
2019-07-21,198
2019-07-22,189
2019-07-23,198
2019-07-24,200
2019-07-25,204
2019-07-26,205
2019-07-27,205
2019-07-28,215
2019-07-29,208
2019-07-30,209
2019-07-31,218
2019-08-01,218
2019-08-02,213
2019-08-03,201
2019-08-04,195
2019-08-05,198
2019-08-06,188
2019-08-07,189
2019-08-08,189
2019-08-09,188
2019-08-10,191
2019-08-11,191
2019-08-12,194
2019-08-13,186
2019-08-14,180
2019-08-15,175
2019-08-16,181
2019-08-17,190
2019-08-18,193
2019-08-19,199
2019-08-20,192
2019-08-21,191
2019-08-22,185
2019-08-23,192
2019-08-24,192
2019-08-25,203
2019-08-26,203
2019-08-27,203
2019-08-28,196
2019-08-29,197
2019-08-30,206
2019-08-31,215
2019-09-01,214
2019-09-02,213
2019-09-03,204
2019-09-04,207
2019-09-05,211
2019-09-06,210
2019-09-07,207
2019-09-08,191
2019-09-09,183
2019-09-10,183
2019-09-11,186
2019-09-12,193
2019-09-13,191
2019-09-14,191
2019-09-15,190
2019-09-16,190
2019-09-17,188
2019-09-18,197
2019-09-19,196
2019-09-20,195
2019-09-21,196
2019-09-22,205
2019-09-23,209
2019-09-24,192
2019-09-25,191
2019-09-26,190
2019-09-27,204
2019-09-28,193
2019-09-29,189
2019-09-30,181
2019-10-01,181
2019-10-02,193
2019-10-03,196
2019-10-04,197
2019-10-05,196
2019-10-06,196
2019-10-07,199
2019-10-08,189
2019-10-09,188
2019-10-10,191
2019-10-11,202
2019-10-12,204
2019-10-13,205
2019-10-14,213
2019-10-15,236
2019-10-16,259
2019-10-17,270
2019-10-18,271
2019-10-19,271
2019-10-20,274
2019-10-21,285
2019-10-22,304
2019-10-23,331
2019-10-24,345
2019-10-25,355
2019-10-26,355
2019-10-27,354
2019-10-28,343
2019-10-29,345
2019-10-30,357
2019-10-31,381
2019-11-01,394
2019-11-02,394
2019-11-03,377
2019-11-04,342
2019-11-05,307
2019-11-06,276
2019-11-07,265
2019-11-08,251
2019-11-09,248
2019-11-10,234
2019-11-11,229
2019-11-12,220
2019-11-13,217
2019-11-14,214
2019-11-15,217
2019-11-16,219
2019-11-17,234
2019-11-18,251
2019-11-19,286
2019-11-20,310
2019-11-21,323
2019-11-22,313
2019-11-23,312
2019-11-24,327
2019-11-25,398
2019-11-26,480
2019-11-27,584
2019-11-28,679
2019-11-29,845
2019-11-30,847
2019-12-01,766
2019-12-02,680
2019-12-03,601
2019-12-04,536
2019-12-05,477
2019-12-06,426
2019-12-07,379
2019-12-08,333
2019-12-09,299
2019-12-10,273
2019-12-11,256
2019-12-12,243
2019-12-13,235
2019-12-14,231
2019-12-15,239
2019-12-16,254
2019-12-17,281
2019-12-18,299
2019-12-19,312
2019-12-20,311
2019-12-21,295
